ORIGINAL
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 28682           
  Affine conic cons.     : 20000           
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 44342           
  Matrix variables       : 0               
  Integer variables      : 4342            

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 3.77, probing time =  3.15
Presolved problem: 64276 variables, 24251 constraints, 176760 non-zeros
Presolved problem: 1 general integer, 4275 binary, 60000 continuous
Presolved problem: 20000 cones
Clique table size: 4251
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
12053    11908    1860     59       9.4699156947e+03     9.2558612876e+03     2.26        2334.5
12536    12391    1889     61       9.4699156947e+03     9.2559874636e+03     2.26        2397.1
13023    12878    1928     59       9.4699156947e+03     9.2560962906e+03     2.26        2466.2
13493    13348    1972     39       9.4699156947e+03     9.2564520217e+03     2.25        2531.0
13972    13827    2027     42       9.4699156947e+03     9.2564520217e+03     2.25        2592.5
14449    14304    2072     47       9.4699156947e+03     9.2565122357e+03     2.25        2652.5
14922    14777    2099     43       9.4699156947e+03     9.2570015570e+03     2.25        2717.4
15419    15274    2176     34       9.4699156947e+03     9.2572126770e+03     2.25        2781.1
15908    15763    2213     77       9.4699156947e+03     9.2586427514e+03     2.23        2838.2
16393    16248    2278     38       9.4699156947e+03     9.2587593720e+03     2.23        2896.9
16859    16714    2316     51       9.4699156947e+03     9.2587857588e+03     2.23        2968.3
17343    17198    2378     86       9.4699156947e+03     9.2588773871e+03     2.23        3023.7
17839    17694    2438     42       9.4699156947e+03     9.2588815340e+03     2.23        3083.0
18330    18185    2465     57       9.4699156947e+03     9.2589399678e+03     2.23        3138.9
18812    18667    2513     54       9.4699156947e+03     9.2590180200e+03     2.23        3197.8
19297    19152    2532     96       9.4699156947e+03     9.2590746749e+03     2.23        3259.9
19780    19635    2605     48       9.4699156947e+03     9.2591054355e+03     2.23        3319.1
20261    20116    2658     28       9.4699156947e+03     9.2591239414e+03     2.23        3380.0
20755    20610    2702     37       9.4699156947e+03     9.2591239414e+03     2.23        3441.4
21256    21111    2781     105      9.4699156947e+03     9.2591770021e+03     2.23        3499.4
21751    21606    2818     105      9.4699156947e+03     9.2592275226e+03     2.22        3556.6
22242    22097    2879     53       9.4699156947e+03     9.2669563094e+03     2.14        3618.3
22718    22573    2935     51       9.4682706227e+03     9.2670897110e+03     2.12        3684.3
23219    23074    2996     75       9.4682706227e+03     9.2671379131e+03     2.12        3741.5
23717    23572    3046     55       9.4682706227e+03     9.2687256850e+03     2.11        3797.7
24203    24058    3100     51       9.4682706227e+03     9.2688876632e+03     2.11        3852.1
24687    24542    3182     57       9.4682706227e+03     9.2688944639e+03     2.11        3912.8
25199    25054    3270     27       9.4682706227e+03     9.2689427511e+03     2.11        3965.4
25694    25549    3311     57       9.4682706227e+03     9.2689497205e+03     2.11        4026.0
26190    26045    3385     59       9.4682706227e+03     9.2690311303e+03     2.10        4083.3
26670    26525    3455     111      9.4682706227e+03     9.2691155939e+03     2.10        4152.8
27167    27022    3544     31       9.4682706227e+03     9.2691799757e+03     2.10        4210.0
27668    27523    3607     45       9.4682706227e+03     9.2692959351e+03     2.10        4263.8
28129    27984    3666     119      9.4682706227e+03     9.2693568658e+03     2.10        4322.9
28621    28476    3740     37       9.4682706227e+03     9.2914000027e+03     1.87        4378.3
29106    28961    3743     93       9.4682706227e+03     9.2914000027e+03     1.87        4439.2
29584    29439    3807     45       9.4682706227e+03     9.2975155369e+03     1.80        4506.1
30080    29935    3863     41       9.4682706227e+03     9.2975155369e+03     1.80        4562.3
30579    30434    3902     25       9.4682706227e+03     9.2989189191e+03     1.79        4621.9
31069    30924    3976     33       9.4682706227e+03     9.2989189191e+03     1.79        4688.2
31577    31432    4030     60       9.4682706227e+03     9.2998022141e+03     1.78        4744.4
32077    31932    4074     22       9.4682706227e+03     9.3002395853e+03     1.77        4802.5
32576    32431    4115     54       9.4682706227e+03     9.3003921801e+03     1.77        4859.9
33067    32922    4130     45       9.4682706227e+03     9.3019416375e+03     1.76        4922.9
33556    33411    4159     54       9.4682706227e+03     9.3034312774e+03     1.74        4982.2
34055    33910    4192     57       9.4682706227e+03     9.3035351559e+03     1.74        5040.7
34521    34376    4258     88       9.4682706227e+03     9.3036444482e+03     1.74        5101.7
35029    34884    4298     33       9.4682706227e+03     9.3036589995e+03     1.74        5157.7
35531    35386    4342     65       9.4682706227e+03     9.3036899540e+03     1.74        5215.9
36040    35895    4407     53       9.4682706227e+03     9.3036899540e+03     1.74        5269.9
36555    36410    4466     33       9.4682706227e+03     9.3068008125e+03     1.71        5327.1
37047    36902    4526     34       9.4682706227e+03     9.3073572718e+03     1.70        5392.8
37533    37388    4580     58       9.4682706227e+03     9.3078114645e+03     1.69        5458.1
38032    37887    4611     35       9.4682706227e+03     9.3085128087e+03     1.69        5526.0
38524    38379    4633     39       9.4682706227e+03     9.3089903651e+03     1.68        5591.1
39023    38878    4716     50       9.4682706227e+03     9.3090573207e+03     1.68        5652.6
39520    39375    4763     58       9.4682706227e+03     9.3090812820e+03     1.68        5715.4
40010    39865    4805     54       9.4682706227e+03     9.3090856876e+03     1.68        5774.4
40461    40316    4874     50       9.4680820863e+03     9.3119445041e+03     1.65        5838.9
40966    40821    4941     43       9.4680820863e+03     9.3122695451e+03     1.65        5900.6
41490    41345    4979     28       9.4680820863e+03     9.3135574352e+03     1.63        5950.2
42004    41859    5029     70       9.4680820863e+03     9.3141432660e+03     1.63        6019.6
42506    42361    5079     69       9.4680820863e+03     9.3144243760e+03     1.62        6080.0
43021    42876    5148     101      9.4680820863e+03     9.3152941961e+03     1.61        6136.0
43532    43387    5201     39       9.4680820863e+03     9.3163592097e+03     1.60        6188.0
44051    43906    5318     72       9.4680820863e+03     9.3167158325e+03     1.60        6239.0
44564    44419    5399     64       9.4680820863e+03     9.3168981824e+03     1.60        6289.3
45073    44928    5422     106      9.4680820863e+03     9.3173228526e+03     1.59        6342.4
45560    45415    5459     23       9.4680820863e+03     9.3185616348e+03     1.58        6406.5
46064    45919    5537     75       9.4680820863e+03     9.3185616348e+03     1.58        6461.8
46570    46425    5625     59       9.4680820863e+03     9.3192524196e+03     1.57        6521.8
47071    46926    5680     51       9.4680820863e+03     9.3193956960e+03     1.57        6582.3
47551    47406    5744     27       9.4680820863e+03     9.3199616414e+03     1.56        6641.1
48057    47912    5860     87       9.4680820863e+03     9.3200340561e+03     1.56        6697.2
48566    48421    5927     89       9.4680820863e+03     9.3206654161e+03     1.56        6753.0
49077    48932    6046     87       9.4680820863e+03     9.3216790271e+03     1.55        6811.7
49592    49447    6147     30       9.4680820863e+03     9.3217239674e+03     1.55        6867.8
50100    49955    6207     96       9.4680820863e+03     9.3217304712e+03     1.55        6924.5
50611    50466    6242     135      9.4680820863e+03     9.3217484672e+03     1.55        6977.9
51127    50982    6286     59       9.4680820863e+03     9.3217484672e+03     1.55        7029.3
51656    51511    6355     63       9.4680820863e+03     9.3217638749e+03     1.55        7079.6
52167    52022    6412     35       9.4680820863e+03     9.3249763693e+03     1.51        7141.2
52678    52533    6477     149      9.4680820863e+03     9.3254154404e+03     1.51        7196.4

Objective of best integer solution : 9.468082086255e+03      
Best objective bound               : 9.325415440388e+03      
Initial feasible solution objective: Undefined
Construct solution objective       : Not employed
User objective cut value           : Not employed
Number of cuts generated           : 0
Number of branches                 : 52678
Number of relaxations solved       : 52533
Number of interior point iterations: 1101411
Number of simplex iterations       : 0
Time spend presolving the root     : 4.75
Time spend optimizing the root     : 9.38
Mixed integer optimizer terminated. Time: 7200.21

Optimizer terminated. Time: 7200.56 

Something else
  objective value = 9468.08208625386
MOSEK error 2950: No dual information is available for the integer solution.
* Solver : Mosek

* Status
  Result count       : 1
  Termination status : TIME_LIMIT
  Message from the solver:
  "Mosek.MSK_RES_TRM_MAX_TIME"

* Candidate solution (result #1)
  Primal status      : FEASIBLE_POINT
  Dual status        : UNKNOWN_RESULT_STATUS
  Objective value    : 9.46808e+03
  Objective bound    : 9.32542e+03
  Relative gap       : 1.50682e-02

* Work counters
  Solve time (sec)   : 7.20056e+03
  Simplex iterations : 0
  Barrier iterations : 1101411
  Node count         : 52678
QUARTILE
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 40602           
  Affine conic cons.     : 40000           
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 80302           
  Matrix variables       : 0               
  Integer variables      : 302             

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 5.14, probing time =  4.05
Presolved problem: 120186 variables, 40161 constraints, 309515 non-zeros
Presolved problem: 1 general integer, 185 binary, 120000 continuous
Presolved problem: 40000 cones
Clique table size: 161
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        1        0        NA                   8.7341065231e+03     NA          8.1   
0        1        1        0        1.0162504832e+04     8.7341065231e+03     14.06       27.7  
Cut generation started.
0        1        1        0        1.0162504832e+04     8.7341065229e+03     14.06       50.5  
Cut generation terminated. Time = 0.37
8        12       9        4        1.0162504832e+04     8.7469724896e+03     13.93       75.6  
19       23       10       2        1.0162504832e+04     8.9215841977e+03     12.21       84.3  
33       37       20       7        1.0162504832e+04     8.9215841977e+03     12.21       94.1  
48       52       27       4        1.0162504832e+04     9.1896663579e+03     9.57        100.4 
61       65       34       5        1.0162504832e+04     9.1896663579e+03     9.57        104.3 
73       77       36       6        1.0162504832e+04     9.1896663579e+03     9.57        107.9 
88       92       39       6        1.0162504832e+04     9.1896663579e+03     9.57        112.0 
103      107      40       7        1.0162504832e+04     9.1896663579e+03     9.57        115.2 
135      139      42       8        1.0162504832e+04     9.1896663579e+03     9.57        122.7 
173      177      44       5        1.0162504832e+04     9.3840688565e+03     7.66        128.5 
213      217      50       6        1.0162504832e+04     9.3840688565e+03     7.66        133.9 
253      257      62       7        1.0162504832e+04     9.3840688565e+03     7.66        139.4 
312      316      85       9        1.0162504832e+04     9.3840688565e+03     7.66        148.4 
392      396      97       11       1.0097713050e+04     9.3840688565e+03     7.07        160.4 
472      469      117      14       1.0008556742e+04     9.3840688565e+03     6.24        170.7 
572      558      135      16       9.7200421427e+03     9.3840688565e+03     3.46        191.7 
686      629      103      12       9.7200421427e+03     9.3849834296e+03     3.45        206.6 
782      711      91       14       9.7200421427e+03     9.3849834296e+03     3.45        219.8 
854      776      91       16       9.7200421427e+03     9.3849834296e+03     3.45        229.2 
932      854      93       18       9.6940798791e+03     9.3849834296e+03     3.19        237.5 
1010     924      79       21       9.6875394715e+03     9.3849834296e+03     3.12        245.9 
1067     972      64       8        9.6875394715e+03     9.3962588810e+03     3.01        253.6 
1123     1019     54       23       9.6875394715e+03     9.3962588810e+03     3.01        261.0 
1163     1053     48       25       9.6875394715e+03     9.3962588810e+03     3.01        267.6 
1200     1088     55       8        9.6875394715e+03     9.4129034921e+03     2.83        274.1 
1239     1127     60       26       9.6800230918e+03     9.4129034921e+03     2.76        280.1 
1297     1182     58       11       9.6800230918e+03     9.4198220733e+03     2.69        288.3 
1337     1222     64       12       9.6057393478e+03     9.4198220733e+03     1.94        294.8 
1395     1255     46       14       9.6057393478e+03     9.4198220733e+03     1.94        302.4 
1433     1284     44       15       9.6039639462e+03     9.4198220733e+03     1.92        307.6 
1467     1318     44       16       9.6008525981e+03     9.4198220733e+03     1.89        312.7 
1499     1349     42       17       9.6008525981e+03     9.4198220733e+03     1.89        318.2 
1532     1382     41       18       9.6008525981e+03     9.4198220733e+03     1.89        322.9 
1563     1413     38       19       9.6008525981e+03     9.4198220733e+03     1.89        327.6 
1580     1430     39       20       9.6008525981e+03     9.4198220733e+03     1.89        330.0 
1596     1446     43       15       9.6008525981e+03     9.4198220733e+03     1.89        333.4 
1627     1477     44       16       9.6008525981e+03     9.4198220733e+03     1.89        338.5 
1664     1514     51       24       9.5966969914e+03     9.4198220733e+03     1.84        342.9 
1704     1552     49       25       9.5966969914e+03     9.4416894104e+03     1.62        348.6 
1744     1592     49       26       9.5491215173e+03     9.4416894104e+03     1.13        354.6 
1784     1608     23       17       9.5491215173e+03     9.4541466383e+03     0.99        359.3 
1801     1621     10       20       9.5491215173e+03     9.4742765741e+03     0.78        364.4 
1818     1635     7        20       9.5491215173e+03     9.4757980552e+03     0.77        373.1 
1829     1646     10       24       9.5491215173e+03     9.4776391969e+03     0.75        379.7 
1844     1661     9        25       9.5346598018e+03     9.4827891267e+03     0.54        386.2 
1857     1673     0        23       9.5346598018e+03     9.5346598018e+03     0.00e+00    394.0 
An optimal solution satisfying the relative gap tolerance of 1.00e-02(%) has been located.
The relative gap is 0.00e+00(%).
An optimal solution satisfying the absolute gap tolerance of 0.00e+00 has been located.
The absolute gap is 0.00e+00.

Objective of best integer solution : 9.534659801794e+03      
Best objective bound               : 9.534659801794e+03      
Initial feasible solution objective: Undefined
Construct solution objective       : Not employed
User objective cut value           : Not employed
Number of cuts generated           : 0
Number of branches                 : 1857
Number of relaxations solved       : 1673
Number of interior point iterations: 32345
Number of simplex iterations       : 0
Time spend presolving the root     : 5.14
Time spend optimizing the root     : 2.64
Mixed integer optimizer terminated. Time: 394.01

Optimizer terminated. Time: 394.39  

Solution is optimal
  objective value = 9534.659801794243
MOSEK error 2950: No dual information is available for the integer solution.
* Solver : Mosek

* Status
  Result count       : 1
  Termination status : OPTIMAL
  Message from the solver:
  "Mosek.MSK_SOL_STA_INTEGER_OPTIMAL"

* Candidate solution (result #1)
  Primal status      : FEASIBLE_POINT
  Dual status        : NO_SOLUTION
  Objective value    : 9.53466e+03
  Objective bound    : 9.53466e+03
  Relative gap       : 0.00000e+00

* Work counters
  Solve time (sec)   : 3.94387e+02
  Simplex iterations : 0
  Barrier iterations : 32345
  Node count         : 1857
POLYAPPROX
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : LO (linear optimization problem)
  Constraints            : 852392          
  Affine conic cons.     : 0               
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 86197           
  Matrix variables       : 0               
  Integer variables      : 6197            

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 20.29, probing time =  6.87
Presolved problem: 66131 variables, 826106 constraints, 2288635 non-zeros
Presolved problem: 20001 general integer, 6130 binary, 40000 continuous
Clique table size: 6106
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        0        1        0        0.0000000000e+00     NA                   NA          21.8  
0        1        1        0        0.0000000000e+00     -4.5298503055e+04    4.53e+16    44.2  
0        1        1        0        -4.4676495730e+04    -4.5298503055e+04    1.39        231.0 
Cut generation started.
0        1        1        0        -4.4676495730e+04    -4.5298503055e+04    1.39        293.8 
Cut generation terminated. Time = 8.61
0        12       1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        657.9 
10       25       1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        826.3 
22       37       1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        969.6 
36       51       1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1068.6
49       64       1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1309.2
73       88       1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1447.7
86       101      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1513.2
113      128      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1587.5
149      164      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1669.8
186      201      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1753.5
236      251      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1827.6
287      302      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        1902.3
312      327      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2120.4
366      381      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2205.1
427      442      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2274.2
481      496      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2389.4
519      534      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2523.0
584      599      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2583.1
655      670      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2650.8
691      706      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2827.9
750      765      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        2945.2
823      838      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        3024.9
891      906      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        3174.7
961      977      1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        3276.7
1019     1035     1        0        -4.4676495730e+04    -4.5297603902e+04    1.39        3405.0
1032     1048     8        3        -4.4676495730e+04    -4.5295923515e+04    1.39        3724.3
1045     1061     15       3        -4.4676495730e+04    -4.5295369246e+04    1.39        3888.8
1057     1073     15       5        -4.4676495730e+04    -4.5295369246e+04    1.39        3967.1
1075     1091     19       3        -4.4676495730e+04    -4.5259606660e+04    1.31        4061.0
1093     1109     27       5        -4.4676495730e+04    -4.5259606660e+04    1.31        4166.5
1105     1121     33       6        -4.4676495730e+04    -4.5259606660e+04    1.31        4238.8
1120     1136     32       8        -4.4676495730e+04    -4.5259606660e+04    1.31        4560.0
1136     1152     34       9        -4.4676495730e+04    -4.5259606660e+04    1.31        4615.9
1150     1166     40       11       -4.4676495730e+04    -4.5259606660e+04    1.31        4724.8
1174     1190     44       4        -4.4676495730e+04    -4.5233037112e+04    1.25        4863.5
1210     1226     66       5        -4.4676495730e+04    -4.5233037112e+04    1.25        4971.2
1262     1279     70       11       -4.4688488351e+04    -4.5232955487e+04    1.22        5075.4
1310     1327     68       8        -4.4778985885e+04    -4.5232955487e+04    1.01        5188.0
1360     1362     58       9        -4.4779506134e+04    -4.5232955487e+04    1.01        5299.3
1393     1392     59       10       -4.4779506134e+04    -4.5232955487e+04    1.01        5412.0
1418     1415     54       6        -4.4779506134e+04    -4.5231506977e+04    1.01        6045.1
1453     1450     53       8        -4.4779506134e+04    -4.5228556215e+04    1.00        6156.4
1491     1488     57       10       -4.4779506134e+04    -4.5228556215e+04    1.00        6219.4
1529     1525     71       8        -4.4779506134e+04    -4.5212716411e+04    0.97        6329.1
1578     1574     82       10       -4.4779506134e+04    -4.5212716411e+04    0.97        6541.9
1638     1634     92       12       -4.4779506134e+04    -4.5212716411e+04    0.97        6655.6
1690     1686     98       14       -4.4832310772e+04    -4.5212716411e+04    0.85        6755.3
1745     1734     93       18       -4.4832310772e+04    -4.5212716411e+04    0.85        6861.4
1783     1771     91       20       -4.4876152291e+04    -4.5212716411e+04    0.75        7117.0

Objective of best integer solution : -4.487615229077e+04     
Best objective bound               : -4.521271641138e+04     
Initial feasible solution objective: 0.000000000000e+00      
Construct solution objective       : Not employed
User objective cut value           : Not employed
Number of cuts generated           : 78
  Number of Gomory cuts            : 78
Number of branches                 : 1783
Number of relaxations solved       : 1771
Number of interior point iterations: 72
Number of simplex iterations       : 1189186
Time spend presolving the root     : 20.29
Time spend optimizing the root     : 22.41
Mixed integer optimizer terminated. Time: 7214.19

Optimizer terminated. Time: 7215.58 

Something else
  objective value = -44876.15229077797
MOSEK error 2950: No dual information is available for the integer solution.
ORIGINAL
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 120412          
  Affine conic cons.     : 100000          
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 210207          
  Matrix variables       : 0               
  Integer variables      : 10207           

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 9.15, probing time =  4.88
Presolved problem: 310141 variables, 110116 constraints, 860085 non-zeros
Presolved problem: 1 general integer, 10140 binary, 300000 continuous
Presolved problem: 100000 cones
Clique table size: 10116
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        1        0        NA                   2.1613877313e+04     NA          39.0  
0        1        1        0        3.2761157080e+04     2.1613877313e+04     34.03       108.1 
0        1        1        0        3.0288822582e+04     2.1613877313e+04     28.64       195.1 
Cut generation started.
0        1        1        0        3.0288822582e+04     2.1613877431e+04     28.64       366.0 
Cut generation terminated. Time = 21.51
8        12       9        2        3.0288822582e+04     2.1754166991e+04     28.18       613.5 
19       23       20       3        3.0288822582e+04     2.1970879863e+04     27.46       702.3 
32       36       29       5        3.0288822582e+04     2.1970879863e+04     27.46       774.2 
53       57       40       4        3.0288822582e+04     2.1970879863e+04     27.46       836.8 
79       83       54       5        3.0288822582e+04     2.1970879863e+04     27.46       877.0 
119      123      80       7        3.0288822582e+04     2.1970879863e+04     27.46       923.0 
199      203      140      12       3.0288822582e+04     2.1970879863e+04     27.46       1008.7
339      343      210      4        2.5607663320e+04     2.2108405043e+04     13.66       1135.1
539      523      240      16       2.4018998058e+04     2.2108405043e+04     7.95        1346.2
779      651      172      6        2.4018998058e+04     2.2108624159e+04     7.95        1469.5
939      808      216      21       2.4018998058e+04     2.2108624159e+04     7.95        1547.4
1139     1007     256      21       2.4018998058e+04     2.2108975411e+04     7.95        1645.3
1379     1247     298      14       2.4018998058e+04     2.2108975411e+04     7.95        1769.1
1659     1527     366      24       2.4018998058e+04     2.2108975411e+04     7.95        1890.3
2013     1881     432      14       2.4018998058e+04     2.2466244948e+04     6.46        2137.8
2419     2287     510      30       2.4018998058e+04     2.2466244948e+04     6.46        2338.6
2853     2721     620      14       2.4018998058e+04     2.2846458199e+04     4.88        2547.3
3253     3121     710      29       2.4018998058e+04     2.3166776017e+04     3.55        2763.2
3622     3490     799      21       2.4018998058e+04     2.3240735884e+04     3.24        3009.7
4017     3885     910      28       2.4018998058e+04     2.3243175100e+04     3.23        3218.2
4420     4288     1019     26       2.4018998058e+04     2.3244380410e+04     3.23        3424.8
4817     4685     1116     36       2.4007757162e+04     2.3245183680e+04     3.18        3636.4
5210     5078     1209     27       2.4007757162e+04     2.3245183680e+04     3.18        3827.3
5620     5488     1315     30       2.3992588484e+04     2.3246202168e+04     3.11        4028.0
5989     5857     1378     34       2.3850847512e+04     2.3248140952e+04     2.53        4257.2
6417     6283     1490     33       2.3850847512e+04     2.3249170200e+04     2.52        4456.3
6843     6709     1596     25       2.3850847512e+04     2.3252371268e+04     2.51        4667.4
7271     7137     1696     40       2.3850847512e+04     2.3256407983e+04     2.49        4865.9
7686     7552     1793     40       2.3850847512e+04     2.3257262259e+04     2.49        5068.0
8107     7973     1854     39       2.3850847512e+04     2.3258322138e+04     2.48        5265.2
8500     8366     1917     40       2.3850847512e+04     2.3262693117e+04     2.47        5453.2
8915     8781     1986     48       2.3850847512e+04     2.3264033303e+04     2.46        5643.2
9326     9192     2039     46       2.3850847512e+04     2.3288817546e+04     2.36        5841.5
9713     9579     2066     39       2.3850847512e+04     2.3291578582e+04     2.34        6044.1
10112    9978     2139     36       2.3850847512e+04     2.3296398939e+04     2.32        6243.8
10518    10384    2209     40       2.3850847512e+04     2.3308658738e+04     2.27        6442.9
10926    10792    2281     37       2.3850847512e+04     2.3325014185e+04     2.20        6671.8
11331    11197    2358     34       2.3850847512e+04     2.3328430216e+04     2.19        6862.3
11753    11619    2404     42       2.3850847512e+04     2.3330282260e+04     2.18        7060.2

Objective of best integer solution : 2.385084751153e+04      
Best objective bound               : 2.333292874281e+04      
Initial feasible solution objective: Undefined
Construct solution objective       : Not employed
User objective cut value           : Not employed
Number of cuts generated           : 0
Number of branches                 : 11753
Number of relaxations solved       : 11619
Number of interior point iterations: 349411
Number of simplex iterations       : 0
Time spend presolving the root     : 9.15
Time spend optimizing the root     : 28.68
Mixed integer optimizer terminated. Time: 7200.32

Optimizer terminated. Time: 7201.21 

Something else
  objective value = 23850.847511531836
MOSEK error 2950: No dual information is available for the integer solution.
* Solver : Mosek

* Status
  Result count       : 1
  Termination status : TIME_LIMIT
  Message from the solver:
  "Mosek.MSK_RES_TRM_MAX_TIME"

* Candidate solution (result #1)
  Primal status      : FEASIBLE_POINT
  Dual status        : UNKNOWN_RESULT_STATUS
  Objective value    : 2.38508e+04
  Objective bound    : 2.33329e+04
  Relative gap       : 2.18259e-02

* Work counters
  Solve time (sec)   : 7.20121e+03
  Simplex iterations : 0
  Barrier iterations : 349411
  Node count         : 11753
QUARTILE
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 100632          
  Affine conic cons.     : 100000          
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 200317          
  Matrix variables       : 0               
  Integer variables      : 317             

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 7.41, probing time =  4.21
Presolved problem: 300166 variables, 100141 constraints, 771645 non-zeros
Presolved problem: 1 general integer, 165 binary, 300000 continuous
Presolved problem: 100000 cones
Clique table size: 141
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        1        0        NA                   2.2140779828e+04     NA          15.6  
0        1        1        0        2.5389817596e+04     2.2140779828e+04     12.80       71.5  
Cut generation started.
0        1        1        0        2.5389817596e+04     2.2140779828e+04     12.80       128.7 
Cut generation terminated. Time = 0.99
8        12       5        2        2.5389817596e+04     2.2146237482e+04     12.78       195.6 
21       25       12       5        2.5389817596e+04     2.2512955563e+04     11.33       236.9 
36       40       19       6        2.5389817596e+04     2.3353793338e+04     8.02        262.5 
51       55       18       8        2.5389817596e+04     2.3354130753e+04     8.02        284.3 
67       71       16       9        2.5389817596e+04     2.3354419739e+04     8.02        305.9 
85       89       22       11       2.5389817596e+04     2.3354900671e+04     8.01        323.8 
97       101      28       9        2.5389817596e+04     2.3355457380e+04     8.01        332.3 
108      112      27       10       2.5389817596e+04     2.3355457380e+04     8.01        343.7 
121      125      34       11       2.5389817596e+04     2.3356416549e+04     8.01        352.2 
134      138      33       12       2.5389817596e+04     2.3356416549e+04     8.01        360.9 
150      154      41       12       2.5389817596e+04     2.3357508859e+04     8.00        369.5 
180      184      49       13       2.5389817596e+04     2.3357508859e+04     8.00        386.0 
216      220      63       15       2.5389817596e+04     2.3357508859e+04     8.00        402.6 
276      280      87       14       2.5389817596e+04     2.3357508859e+04     8.00        428.0 
356      360      97       18       2.5022377924e+04     2.3357508859e+04     6.65        459.7 
436      424      105      15       2.5022377924e+04     2.3360618269e+04     6.64        489.2 
536      524      131      18       2.4833926517e+04     2.3360618269e+04     5.93        527.8 
656      633      141      21       2.4144745371e+04     2.3360618269e+04     3.25        590.7 
789      701      82       20       2.4144745371e+04     2.3360618269e+04     3.25        640.8 
856      744      59       22       2.4144745371e+04     2.3360618269e+04     3.25        668.6 
896      767      41       23       2.4144745371e+04     2.3360618269e+04     3.25        682.7 
924      790      39       24       2.4144745371e+04     2.3360618269e+04     3.25        699.0 
938      804      39       25       2.4144745371e+04     2.3360618269e+04     3.25        706.4 
954      820      35       19       2.4144745371e+04     2.3360618269e+04     3.25        715.0 
970      835      39       24       2.4144745371e+04     2.3360618269e+04     3.25        724.7 
985      850      32       25       2.4144745371e+04     2.3360618269e+04     3.25        732.5 
1002     866      39       31       2.4144745371e+04     2.3360618269e+04     3.25        740.5 
1018     882      31       14       2.4144745371e+04     2.3379353973e+04     3.17        748.8 
1035     899      42       25       2.4144745371e+04     2.3379353973e+04     3.17        757.5 
